Date,Open,High,Low,Close,Adj Close,Volume
2005/1/19,1.25875,1.276071,1.245536,1.247857,1.068508,751895200
2005/1/20,1.24375,1.272679,1.240536,1.258214,1.077376,914922400
2005/1/21,1.273393,1.278571,1.25,1.25875,1.077835,911332800
2005/1/24,1.2675,1.281786,1.259821,1.263571,1.081963,841629600
2005/1/25,1.274464,1.300714,1.266786,1.286607,1.101689,969231200
2005/1/26,1.2975,1.299107,1.271786,1.290179,1.104747,739496800
2005/1/27,1.288571,1.302143,1.277679,1.297143,1.11071,496227200
2005/1/28,1.296786,1.321071,1.293571,1.321071,1.131199,801612000
2005/1/31,1.331786,1.390893,1.330536,1.373214,1.175848,1681097600
2005/2/1,1.375893,1.38875,1.3675,1.384464,1.185481,678395200
2005/2/2,1.391964,1.426964,1.387321,1.421964,1.217591,1020062400
2005/2/3,1.4125,1.418393,1.380893,1.389464,1.189762,731651200
2005/2/4,1.390536,1.409464,1.384464,1.407857,1.205512,563556000
2005/2/7,1.409464,1.416964,1.383929,1.409643,1.207041,524456800
2005/2/8,1.411964,1.453214,1.406964,1.444643,1.23701,890019200
2005/2/9,1.447143,1.464107,1.394643,1.406071,1.203982,1191456000
2005/2/10,1.405714,1.415714,1.368929,1.399286,1.198172,1093019200
2005/2/11,1.426071,1.46,1.409643,1.450179,1.241751,1201054400
2005/2/14,1.477321,1.514107,1.465179,1.51125,1.294044,1271463200
2005/2/15,1.5475,1.590714,1.535714,1.57875,1.351842,2312217600
2005/2/16,1.574107,1.610714,1.559821,1.609464,1.378142,1639243200
2005/2/17,1.61875,1.622857,1.561607,1.568036,1.342669,1518473600
2005/2/18,1.566786,1.568929,1.540179,1.550179,1.327378,1163254400
2005/2/22,1.541071,1.576786,1.523036,1.523036,1.304137,1219293600
2005/2/23,1.548571,1.579464,1.527679,1.575536,1.34909,1345181600
2005/2/24,1.58,1.594821,1.566607,1.588036,1.359794,1519028000
2005/2/25,1.600357,1.605536,1.574821,1.589107,1.360712,915510400
2005/2/28,1.595714,1.612143,1.57,1.602143,1.371874,651610400
2005/3/1,1.606786,1.611071,1.577143,1.589286,1.360864,468188000
2005/3/2,1.580357,1.603214,1.574286,1.575714,1.349243,458161200
2005/3/3,1.584643,1.586071,1.472143,1.4925,1.277989,1411653600
2005/3/4,1.527143,1.536071,1.494643,1.528929,1.309182,756618800
2005/3/7,1.528571,1.544643,1.5125,1.526786,1.307347,450632000
2005/3/8,1.496429,1.505714,1.432143,1.4475,1.239457,1021451200
2005/3/9,1.415714,1.438571,1.386786,1.405357,1.203371,1322465200
2005/3/10,1.411786,1.437857,1.396429,1.4225,1.21805,777109200
2005/3/11,1.436071,1.449643,1.421429,1.438214,1.231506,632830800
2005/3/14,1.447143,1.456786,1.411429,1.44,1.233035,605385200
2005/3/15,1.451429,1.469286,1.4375,1.462857,1.252607,508608800
2005/3/16,1.471786,1.511071,1.456429,1.470714,1.259335,697813200
2005/3/17,1.483214,1.531429,1.475714,1.508929,1.292057,801920000
2005/3/18,1.5475,1.551429,1.517857,1.534286,1.31377,940150400
2005/3/21,1.546071,1.570357,1.530714,1.560714,1.336399,541128000
2005/3/22,1.561071,1.57,1.524286,1.529643,1.309794,551415200
2005/3/23,1.516071,1.55,1.500714,1.519643,1.301231,609823200
2005/3/24,1.5325,1.535714,1.517857,1.517857,1.299702,352704800
2005/3/28,1.526786,1.534286,1.516786,1.518929,1.30062,275410800
2005/3/29,1.52,1.529643,1.482143,1.491071,1.276766,461356000
2005/3/30,1.5025,1.528571,1.493571,1.528571,1.308876,394959600
2005/3/31,1.516071,1.518571,1.485357,1.488214,1.27432,636134800
2005/4/1,1.503214,1.506429,1.448929,1.460357,1.250466,641284000
2005/4/4,1.463929,1.475357,1.434286,1.4675,1.256582,580014400
2005/4/5,1.472143,1.508571,1.4675,1.496071,1.281047,556239600
2005/4/6,1.514286,1.528929,1.505357,1.511786,1.294504,414825600
2005/4/7,1.511786,1.5625,1.508929,1.555714,1.332118,506987600
2005/4/8,1.560714,1.5875,1.555,1.562143,1.337623,649950000
2005/4/11,1.576786,1.580357,1.496786,1.497143,1.281965,821662800
2005/4/12,1.5175,1.5425,1.500357,1.523571,1.304594,981061200
2005/4/13,1.533929,1.535357,1.4425,1.465714,1.255053,1371946800
2005/4/14,1.386071,1.412857,1.315714,1.330714,1.139456,2753192400
2005/4/15,1.307857,1.330357,1.26,1.2625,1.081046,1728087200
2005/4/18,1.25,1.296429,1.214286,1.272143,1.089303,1327177600
2005/4/19,1.307143,1.337143,1.281071,1.324643,1.134257,1081642800
2005/4/20,1.345,1.347857,1.265714,1.268214,1.085939,945131600
2005/4/21,1.3,1.328929,1.282143,1.327857,1.13701,759592400
2005/4/22,1.315714,1.321429,1.246429,1.267857,1.085633,839129200
2005/4/25,1.303214,1.322143,1.289643,1.320714,1.130893,746460400
2005/4/26,1.313571,1.339643,1.29,1.2925,1.106735,810507600
2005/4/27,1.281786,1.298571,1.268214,1.283929,1.099395,613888800
2005/4/28,1.296071,1.297857,1.258571,1.269286,1.086857,575106000
2005/4/29,1.291071,1.293929,1.257857,1.287857,1.102759,671630400
2005/5/2,1.293214,1.308929,1.286429,1.301071,1.114073,465920000
2005/5/3,1.3,1.312143,1.286786,1.293214,1.107346,496739600
2005/5/4,1.289643,1.328571,1.289286,1.326786,1.136093,448176400
2005/5/5,1.330357,1.331071,1.3025,1.31,1.121719,387366000
2005/5/6,1.3175,1.333214,1.313929,1.33,1.138845,326247600
2005/5/9,1.331429,1.3375,1.3125,1.320357,1.130587,355695200
2005/5/10,1.3125,1.330357,1.2975,1.300714,1.113768,440263600
2005/5/11,1.257143,1.273929,1.1825,1.271786,1.088998,2041981200
2005/5/12,1.265,1.271071,1.214286,1.218929,1.043737,970242000
2005/5/13,1.221429,1.258214,1.216786,1.241786,1.06331,702713200
2005/5/16,1.234286,1.275,1.233214,1.269643,1.087163,474294800
2005/5/17,1.255,1.266429,1.233571,1.262857,1.081352,588344400
2005/5/18,1.266071,1.341429,1.249643,1.28,1.096031,636722800
2005/5/19,1.277857,1.345714,1.277857,1.341071,1.148324,793161600
2005/5/20,1.330357,1.344643,1.328214,1.341071,1.148324,452650800
2005/5/23,1.351786,1.425,1.351786,1.42,1.215909,1042574400
2005/5/24,1.408929,1.428214,1.393929,1.417857,1.214074,593460000
2005/5/25,1.410714,1.426786,1.404286,1.420714,1.216521,396006800
2005/5/26,1.426429,1.462143,1.426429,1.455,1.245879,525520800
2005/5/27,1.451429,1.456786,1.428929,1.448571,1.240374,316008000
2005/5/31,1.452143,1.455,1.413571,1.42,1.215909,404205200
2005/6/1,1.424643,1.455714,1.423571,1.439286,1.232424,453812800
2005/6/2,1.430357,1.44,1.414286,1.43,1.224472,373973600
2005/6/3,1.362857,1.377857,1.348929,1.365714,1.169425,956869200
2005/6/6,1.368929,1.379643,1.341429,1.354286,1.15964,811966400
2005/6/7,1.342857,1.3475,1.301786,1.305,1.117437,745264800
2005/6/8,1.308214,1.330357,1.306071,1.318571,1.129058,404006400
2005/6/9,1.321429,1.355,1.315,1.344643,1.151383,390255600
2005/6/10,1.335714,1.335714,1.268571,1.278929,1.095114,678932800
2005/6/13,1.281786,1.3075,1.279286,1.282143,1.097866,435772400
2005/6/14,1.282857,1.291071,1.276786,1.285714,1.100924,347846800
2005/6/15,1.316786,1.332143,1.296429,1.326071,1.13548,563343200
2005/6/16,1.328214,1.36,1.315,1.356429,1.161475,547674400
2005/6/17,1.373929,1.376429,1.351071,1.368214,1.171566,596125600
2005/6/20,1.351786,1.360357,1.3375,1.343214,1.150159,323716400
2005/6/21,1.347143,1.363929,1.335,1.352143,1.157805,370526800
2005/6/22,1.366429,1.378571,1.362143,1.376786,1.178906,424925200
2005/6/23,1.386786,1.420714,1.380357,1.388929,1.189304,674254000
2005/6/24,1.396071,1.397143,1.345714,1.348571,1.154746,410709600
2005/6/27,1.315714,1.360714,1.31,1.325,1.134563,600171600
2005/6/28,1.338929,1.3425,1.3275,1.3325,1.140986,350299600
2005/6/29,1.329643,1.331786,1.29,1.298929,1.112239,448358400
2005/6/30,1.3075,1.327143,1.296786,1.314643,1.125695,418390000
2005/7/1,1.315357,1.320357,1.296071,1.303571,1.116214,250000800
2005/7/5,1.305357,1.3625,1.303571,1.356429,1.161475,454269200
2005/7/6,1.346786,1.362857,1.328571,1.335357,1.143431,394626400
2005/7/7,1.314643,1.348571,1.314286,1.343929,1.150772,383723200
2005/7/8,1.3525,1.367143,1.338214,1.366071,1.169731,290735200
2005/7/11,1.370357,1.380357,1.349286,1.360714,1.165144,388788400
2005/7/12,1.365357,1.371429,1.353929,1.365714,1.169425,387038400
2005/7/13,1.3675,1.375,1.353571,1.369643,1.17279,684835200
2005/7/14,1.456786,1.500357,1.436786,1.455357,1.246184,2096060400
2005/7/15,1.463214,1.484643,1.445,1.483929,1.27065,687682800
2005/7/18,1.478929,1.503571,1.4775,1.481786,1.268815,586297600
2005/7/19,1.482857,1.543929,1.466786,1.5425,1.320803,671062000
2005/7/20,1.530714,1.564286,1.523214,1.558214,1.334258,453395600
2005/7/21,1.560714,1.572857,1.532143,1.546071,1.32386,404264000
2005/7/22,1.551429,1.571429,1.549643,1.571429,1.345574,301106400
2005/7/25,1.571071,1.581429,1.561786,1.564643,1.339764,294627200
2005/7/26,1.571786,1.575357,1.548571,1.558214,1.334258,268592800
2005/7/27,1.565357,1.573929,1.523929,1.571071,1.345267,283749200
2005/7/28,1.566071,1.571429,1.546429,1.564286,1.339458,251311200
2005/7/29,1.555714,1.585,1.509286,1.523214,1.304289,562080400
2005/8/1,1.520357,1.538571,1.502857,1.526786,1.307347,314249600
2005/8/2,1.531786,1.553571,1.521786,1.5425,1.320803,296875600
2005/8/3,1.5425,1.546786,1.5275,1.543571,1.32172,258322400
2005/8/4,1.531786,1.535714,1.510357,1.525357,1.306124,269304000
2005/8/5,1.5175,1.548571,1.500714,1.535357,1.314687,241931200
2005/8/8,1.535714,1.544643,1.521786,1.523214,1.304289,176383200
2005/8/9,1.533214,1.5675,1.5325,1.565,1.340069,380839200
2005/8/10,1.571429,1.585357,1.546786,1.549286,1.326613,360945200
2005/8/11,1.549643,1.575714,1.544643,1.571429,1.345574,271983600
2005/8/12,1.552143,1.650714,1.548571,1.646429,1.409794,916036800
2005/8/15,1.66,1.726071,1.658929,1.702857,1.458112,1086727600
2005/8/16,1.6925,1.696429,1.650357,1.651786,1.414382,537622400
2005/8/17,1.657143,1.694286,1.656071,1.683929,1.441905,499724400
2005/8/18,1.675357,1.678571,1.633929,1.653571,1.41591,442559600
2005/8/19,1.652857,1.667857,1.634643,1.636786,1.401538,376569200
2005/8/22,1.648214,1.669643,1.616429,1.638214,1.40276,387732800
2005/8/23,1.6375,1.646429,1.618571,1.633571,1.398785,295604400
2005/8/24,1.628571,1.682857,1.628214,1.634643,1.399703,572070800
2005/8/25,1.647143,1.660357,1.636071,1.645,1.408571,276253600
2005/8/26,1.647143,1.655,1.62,1.633571,1.398785,261058000
2005/8/29,1.616786,1.643929,1.616429,1.637143,1.401843,256295200
2005/8/30,1.6425,1.671071,1.64,1.663214,1.424167,518761600
2005/8/31,1.673571,1.679643,1.6525,1.674643,1.433954,402956400
2005/9/1,1.678571,1.684643,1.646071,1.652143,1.414687,356367200
2005/9/2,1.653571,1.671429,1.647143,1.650714,1.413463,222378800
2005/9/6,1.667857,1.745714,1.6625,1.742857,1.492363,818619200
2005/9/7,1.751786,1.764286,1.711429,1.738571,1.488693,963074000
2005/9/8,1.7625,1.79,1.755,1.777857,1.522333,702640400
2005/9/9,1.788214,1.833929,1.778214,1.8325,1.569123,615641600
2005/9/12,1.825,1.843929,1.806429,1.835714,1.571874,452796400
2005/9/13,1.822143,1.831786,1.797143,1.815,1.554138,492884000
2005/9/14,1.823571,1.828214,1.766429,1.771786,1.517135,474426400
2005/9/15,1.785714,1.792143,1.761786,1.781071,1.525085,415156000
2005/9/16,1.793929,1.828929,1.783929,1.828929,1.566064,591004400
2005/9/19,1.823214,1.888929,1.823214,1.88,1.609795,783731200
2005/9/20,1.8925,1.921786,1.89,1.899643,1.626615,819828800
2005/9/21,1.891429,1.894643,1.852143,1.861071,1.593587,434747600
2005/9/22,1.852857,1.873929,1.832857,1.853571,1.587165,463727600
2005/9/23,1.860714,1.910714,1.851429,1.9,1.626921,558457200
2005/9/26,1.929643,1.948571,1.904286,1.922857,1.646492,546562800
2005/9/27,1.925714,1.937143,1.908214,1.908571,1.63426,341703600
2005/9/28,1.895357,1.896786,1.806786,1.824286,1.562089,1125544000
2005/9/29,1.829643,1.878214,1.814643,1.869286,1.600621,636846000
2005/9/30,1.868929,1.916071,1.852857,1.914643,1.639459,531633200
2005/10/3,1.934286,1.947857,1.917143,1.944286,1.664842,507553200
2005/10/4,1.9625,1.976786,1.915714,1.919643,1.643741,539459200
2005/10/5,1.940357,1.941429,1.883929,1.885,1.614077,610769600
2005/10/6,1.9,1.910357,1.816786,1.846429,1.58105,757537200
2005/10/7,1.847143,1.854643,1.805357,1.832143,1.568816,677882800
2005/10/10,1.848571,1.853929,1.795714,1.798929,1.540376,507505600
2005/10/11,1.829643,1.8525,1.8,1.8425,1.577685,1225884800
2005/10/12,1.7375,1.796429,1.709643,1.758929,1.506126,2697486400
2005/10/13,1.765714,1.926786,1.759643,1.919286,1.643435,1865575600
2005/10/14,1.929643,1.941071,1.885357,1.928571,1.651386,1035552000
2005/10/17,1.927857,1.936786,1.881429,1.908571,1.63426,616834400
2005/10/18,1.901786,1.926786,1.864286,1.864643,1.596646,609588000
2005/10/19,1.859643,1.962857,1.828929,1.962143,1.680133,1008683200
2005/10/20,1.945357,2.017857,1.941071,2.005,1.71683,1357762000
2005/10/21,2.03,2.035,1.977143,1.987857,1.702151,796726000
2005/10/24,1.973214,2.028214,1.9675,2.028214,1.736707,609753200
2005/10/25,2.014286,2.030357,1.988929,2.003571,1.715606,465127600
2005/10/26,2.01,2.055714,1.997143,2.036786,1.744047,631593200
2005/10/27,2.035357,2.036071,1.978929,1.978929,1.694506,411541200
2005/10/28,2.001429,2.015357,1.934643,1.945357,1.665759,769787200
2005/10/31,1.971429,2.070714,1.955357,2.056786,1.761173,940844800
2005/11/1,2.044286,2.076429,2.031071,2.053571,1.75842,749686000
2005/11/2,2.061429,2.142857,2.057143,2.141071,1.833344,857060400
2005/11/3,2.152143,2.225714,2.145357,2.208929,1.891449,884382800
2005/11/4,2.155357,2.187143,2.129286,2.183929,1.870041,878035200
2005/11/7,2.173214,2.2025,2.147857,2.151071,1.841907,638831200
2005/11/8,2.141071,2.156429,2.110714,2.139286,1.831816,473765600
2005/11/9,2.142857,2.186071,2.142857,2.146786,1.838238,552930000
2005/11/10,2.165714,2.185714,2.1075,2.185,1.870959,665344400
2005/11/11,2.197857,2.218214,2.190714,2.197857,1.881968,425448800
2005/11/14,2.197857,2.213571,2.175357,2.194643,1.879216,369933200
2005/11/15,2.2,2.252857,2.195,2.224286,1.904598,536841200
2005/11/16,2.255357,2.323571,2.253214,2.319643,1.986251,784515200
2005/11/17,2.3425,2.352857,2.294643,2.304286,1.973101,676205600
2005/11/18,2.3325,2.336786,2.298929,2.305714,1.974323,524960800
2005/11/21,2.315,2.328214,2.275714,2.32,1.986556,511711200
2005/11/22,2.315714,2.384286,2.304286,2.375714,2.034263,540282400
2005/11/23,2.388571,2.427857,2.381786,2.396786,2.052306,485853200
2005/11/25,2.416429,2.483571,2.410714,2.476429,2.120502,395012800
2005/11/28,2.525714,2.538214,2.466786,2.487857,2.130288,1018519600
2005/11/29,2.499643,2.510714,2.405357,2.432143,2.082582,891433200
2005/11/30,2.443929,2.458929,2.411429,2.422143,2.074019,595674800
2005/12/1,2.4625,2.561786,2.4575,2.557143,2.189616,812893200
2005/12/2,2.581071,2.597857,2.525,2.593929,2.221115,895762000
2005/12/5,2.569643,2.590357,2.553214,2.565,2.196344,583671200
2005/12/6,2.640357,2.6725,2.619643,2.644643,2.264539,857029600
2005/12/7,2.651071,2.659286,2.611429,2.641071,2.261481,679464800
2005/12/8,2.614286,2.648929,2.592857,2.645714,2.265456,790479200
2005/12/9,2.650357,2.663929,2.619643,2.654643,2.273102,555402400
2005/12/12,2.673929,2.691071,2.662857,2.675357,2.290839,524994400
2005/12/13,2.673214,2.695,2.650357,2.677857,2.292979,493816400
2005/12/14,2.590357,2.617857,2.509643,2.571786,2.202154,1450716400
2005/12/15,2.595714,2.602143,2.548214,2.577857,2.207352,561162000
2005/12/16,2.576429,2.582143,2.537857,2.539643,2.174631,671171200
2005/12/19,2.539643,2.592857,2.537143,2.549286,2.182889,529295200
2005/12/20,2.558214,2.585,2.54,2.575357,2.205212,479108000
2005/12/21,2.592857,2.628929,2.590714,2.625,2.24772,475736800
2005/12/22,2.639643,2.660357,2.628571,2.643571,2.263622,370610800
2005/12/23,2.648929,2.652143,2.617857,2.619643,2.243133,229857600
2005/12/27,2.642857,2.685,2.641071,2.651071,2.270043,590590000
2005/12/28,2.659643,2.67,2.618571,2.6275,2.24986,398115200
2005/12/29,2.635,2.636429,2.550714,2.551786,2.185028,490025200
2005/12/30,2.5325,2.586786,2.512143,2.5675,2.198484,624262800
2006/1/3,2.585,2.669643,2.580357,2.669643,2.285946,807234400
2006/1/4,2.683214,2.713571,2.660714,2.6775,2.292674,619603600
2006/1/5,2.6725,2.675,2.633929,2.656429,2.274632,449422400
2006/1/6,2.6875,2.739286,2.6625,2.725,2.333347,704457600
2006/1/9,2.740357,2.757143,2.705,2.716071,2.325702,675040800
2006/1/10,2.723214,2.924643,2.708214,2.887857,2.472798,2279869200
2006/1/11,2.994286,3.028571,2.949643,2.996429,2.565764,1493794400
2006/1/12,3.034643,3.085714,2.986429,3.010357,2.577691,1280809600
2006/1/13,3.035357,3.071786,3.021429,3.056786,2.617446,776305600
2006/1/17,3.060714,3.085,2.995357,3.025357,2.590535,835623600
2006/1/18,2.967143,3.001786,2.923214,2.946071,2.522645,1200637200
2006/1/19,2.901786,2.916429,2.812143,2.822857,2.41714,1695848000
2006/1/20,2.831429,2.858571,2.708214,2.7175,2.326925,1134758800
2006/1/23,2.717857,2.841429,2.714286,2.773929,2.375243,1059730000
2006/1/24,2.812857,2.836429,2.706071,2.715714,2.325396,1142254400
2006/1/25,2.763929,2.767857,2.616071,2.65,2.269127,1275786400
2006/1/26,2.661786,2.693929,2.568929,2.583214,2.211939,1181387200
2006/1/27,2.605357,2.628571,2.539286,2.5725,2.202765,953864800
2006/1/30,2.541786,2.735714,2.531071,2.678571,2.293591,1398401200
2006/1/31,2.696429,2.726429,2.633929,2.696786,2.309189,913542000
2006/2/1,2.676786,2.730714,2.665714,2.693571,2.306435,521186400
2006/2/2,2.682143,2.691429,2.573214,2.575,2.204906,707322000
2006/2/3,2.58,2.599643,2.537143,2.566071,2.19726,692123600
2006/2/6,2.572143,2.589643,2.383571,2.403571,2.058115,1651767600
2006/2/7,2.438214,2.481429,2.381429,2.414286,2.06729,1388830800
2006/2/8,2.446071,2.467143,2.357143,2.4575,2.104293,953114400
2006/2/9,2.467857,2.4725,2.304643,2.319643,1.986251,1149764000
2006/2/10,2.327857,2.416786,2.246429,2.403929,2.058422,1760477600
2006/2/13,2.379643,2.383929,2.308571,2.311071,1.97891,883498000
2006/2/14,2.325,2.432143,2.321429,2.415714,2.068513,1160938800
2006/2/15,2.398571,2.486429,2.383929,2.472143,2.116832,1159771200
2006/2/16,2.496786,2.536071,2.481429,2.520357,2.158116,948175200
2006/2/17,2.510714,2.531786,2.486071,2.510357,2.149554,575999200
2006/2/21,2.521071,2.528571,2.452857,2.467143,2.11255,779606800
2006/2/22,2.464286,2.559643,2.428571,2.547143,2.181053,978238800
2006/2/23,2.563929,2.607143,2.551071,2.5625,2.194203,856917600
2006/2/24,2.576429,2.603214,2.542857,2.552143,2.185335,534744000
2006/2/27,2.571071,2.575714,2.523214,2.535357,2.170961,791240800
2006/2/28,2.556429,2.585714,2.432143,2.446071,2.094507,1266980400
2006/3/1,2.458571,2.481786,2.429286,2.467857,2.113162,763817600
2006/3/2,2.463929,2.499643,2.4525,2.486071,2.128759,625273600
2006/3/3,2.478571,2.496786,2.411786,2.418571,2.07096,737668400
2006/3/6,2.4175,2.418571,2.319286,2.338571,2.002458,912665600
2006/3/7,2.348571,2.389286,2.324286,2.368214,2.02784,872877600
2006/3/8,2.3675,2.4,2.333929,2.345,2.007963,653251200
2006/3/9,2.356429,2.373929,2.278929,2.283214,1.955057,799304800
2006/3/10,2.2875,2.303214,2.230357,2.256786,1.932428,1043142800
2006/3/13,2.323214,2.367143,2.313929,2.345714,2.008575,861187600
2006/3/14,2.348929,2.404286,2.339286,2.404286,2.058728,642020400
2006/3/15,2.418214,2.43,2.34,2.365357,2.025395,891996000
2006/3/16,2.3875,2.389286,2.296429,2.296786,1.966678,749638400
2006/3/17,2.3125,2.340714,2.289643,2.309286,1.977382,812042000
2006/3/20,2.329286,2.337857,2.281071,2.285357,1.956892,605441200
2006/3/21,2.2075,2.297857,2.1925,2.2075,1.890225,1345366400
2006/3/22,2.22,2.258929,2.188214,2.2025,1.885944,1345895600
2006/3/23,2.207857,2.210714,2.128929,2.148571,1.839766,1427826400
2006/3/24,2.151786,2.176429,2.108214,2.141429,1.833651,1071980000
2006/3/27,2.155357,2.192143,2.121429,2.125357,1.819888,1108072000
2006/3/28,2.129643,2.147857,2.080357,2.096786,1.795424,1370322800
2006/3/29,2.111786,2.232857,2.059643,2.226071,1.906127,2346834000
2006/3/30,2.243571,2.260714,2.1975,2.241071,1.918971,1390650800
2006/3/31,2.258929,2.271786,2.222857,2.24,1.918054,815357200
2006/4/3,2.273929,2.29,2.236071,2.2375,1.915913,815791200
2006/4/4,2.217857,2.222143,2.180357,2.184643,1.870653,931924000
2006/4/5,2.311071,2.400357,2.291071,2.400357,2.055364,2233408800
2006/4/6,2.439286,2.573214,2.435714,2.544286,2.178607,2663768800
2006/4/7,2.533214,2.543214,2.445357,2.4925,2.134263,1545238800
2006/4/10,2.510357,2.533214,2.444643,2.4525,2.100012,903515200
2006/4/11,2.463929,2.475,2.395357,2.428214,2.079217,939316000
2006/4/12,2.428929,2.434643,2.367857,2.3825,2.040073,739894400
2006/4/13,2.369286,2.408571,2.350357,2.373929,2.032734,734678000
2006/4/17,2.375357,2.387143,2.298214,2.314643,1.981969,721938000
2006/4/18,2.322857,2.373929,2.313929,2.365,2.025089,794844400
2006/4/19,2.386429,2.392857,2.338214,2.344643,2.007658,1086033200
2006/4/20,2.4825,2.5,2.364286,2.415357,2.068207,1666982800
2006/4/21,2.435357,2.451429,2.373929,2.394286,2.050165,788986800
2006/4/24,2.3875,2.39,2.339286,2.348214,2.010715,707028000
2006/4/25,2.355714,2.378214,2.341429,2.363214,2.023559,529062800
2006/4/26,2.380357,2.438571,2.371429,2.433929,2.084111,710886400
2006/4/27,2.418929,2.495,2.405357,2.477143,2.121113,845947200
2006/4/28,2.477857,2.546429,2.471429,2.513929,2.152613,760037600
2006/5/1,2.5275,2.555,2.47,2.485714,2.128453,750380400
2006/5/2,2.505357,2.570714,2.503929,2.557857,2.190227,771663200
2006/5/3,2.565357,2.569643,2.506429,2.540714,2.175547,686991200
2006/5/4,2.543571,2.603214,2.516429,2.540357,2.175242,860420400
2006/5/5,2.566429,2.580357,2.541071,2.5675,2.198484,563911600
2006/5/8,2.606786,2.635714,2.561429,2.5675,2.198484,594851600
2006/5/9,2.565,2.591429,2.522143,2.536786,2.172185,531666800
2006/5/10,2.546071,2.5475,2.486071,2.521429,2.159034,459888800
2006/5/11,2.528214,2.53,2.4125,2.433929,2.084111,812688800
2006/5/12,2.423214,2.453214,2.387857,2.417857,2.070349,641774000
2006/5/15,2.406071,2.442143,2.397143,2.421071,2.073101,529177600
2006/5/16,2.432143,2.4375,2.3125,2.320714,1.987167,936740000
2006/5/17,2.311071,2.346429,2.288214,2.330714,1.995731,754194000
2006/5/18,2.345714,2.366429,2.254286,2.256429,1.932121,658442400
2006/5/19,2.259286,2.317143,2.243571,2.303929,1.972795,985866000
2006/5/22,2.281071,2.285357,2.241786,2.263571,1.938237,718975600
2006/5/23,2.316429,2.328214,2.25,2.255357,1.931203,694414000
2006/5/24,2.249643,2.273214,2.198571,2.262143,1.937014,916031200
2006/5/25,2.295,2.301786,2.260357,2.2975,1.96729,463372000
2006/5/26,2.296786,2.305714,2.255,2.269643,1.943437,432950000
2006/5/30,2.260357,2.260714,2.186429,2.186429,1.872183,563402000
2006/5/31,2.205714,2.206786,2.096071,2.134643,1.827839,1280977600
2006/6/1,2.1375,2.224286,2.125714,2.220357,1.901235,942508000
2006/6/2,2.249643,2.253571,2.174286,2.202143,1.885638,685787200
2006/6/5,2.183929,2.183929,2.141786,2.142857,1.834873,605785600
2006/6/6,2.150714,2.165357,2.103929,2.132857,1.826311,726037200
2006/6/7,2.146429,2.157143,2.083929,2.091429,1.790836,750506400
2006/6/8,2.087143,2.176071,2.041071,2.17,1.858115,1397482800
2006/6/9,2.185,2.198571,2.110714,2.115714,1.811631,775838000
2006/6/12,2.121429,2.133214,2.034286,2.035714,1.743129,717785600
2006/6/13,2.0575,2.110714,2.048571,2.083214,1.783802,1080643200
2006/6/14,2.081429,2.099286,2.024643,2.0575,1.761784,878136000
2006/6/15,2.046429,2.133571,2.026786,2.120714,1.815913,1190383600
2006/6/16,2.105714,2.113929,2.054286,2.055714,1.760255,838101600
2006/6/19,2.065357,2.077857,2.035714,2.042857,1.749246,704575200
2006/6/20,2.0575,2.083929,2.046071,2.0525,1.757503,672974400
2006/6/21,2.062143,2.096786,2.046429,2.066429,1.76943,863296000
2006/6/22,2.078571,2.133929,2.073929,2.127857,1.822029,965633200
2006/6/23,2.132857,2.148929,2.0975,2.101071,1.799093,660203600
2006/6/26,2.113214,2.114286,2.084643,2.106786,1.803987,466536000
2006/6/27,2.110357,2.115,2.05,2.051071,1.756279,550611600
2006/6/28,2.046071,2.046429,1.978929,2.000714,1.71316,850704400
2006/6/29,2.027143,2.110357,2.013929,2.106071,1.803375,873398400
2006/6/30,2.056786,2.0625,2.017857,2.045357,1.751386,739695600
2006/7/3,2.054286,2.077857,2.047857,2.069643,1.772182,194770800
2006/7/5,2.041071,2.057143,2.02,2.035714,1.743129,518240800
2006/7/6,2.038929,2.05,1.986071,1.991786,1.705515,633208800
2006/7/7,1.981429,2.019643,1.9525,1.978571,1.6942,799360800
2006/7/10,1.989286,2.0175,1.946429,1.964286,1.681967,529345600
2006/7/11,1.968214,1.999643,1.9475,1.9875,1.701845,825022800
2006/7/12,1.970357,1.972857,1.89,1.891429,1.619582,927329200
2006/7/13,1.858214,1.932857,1.836071,1.866071,1.597869,1249906000
2006/7/14,1.875,1.888929,1.791429,1.809643,1.549551,993036800
2006/7/17,1.8475,1.896786,1.844643,1.870357,1.601539,1024542400
2006/7/18,1.898571,1.923214,1.851786,1.889286,1.617747,1000448400
2006/7/19,1.891429,1.967143,1.87,1.932143,1.654445,1390743200
2006/7/20,2.177143,2.199643,2.132857,2.160714,1.850163,1972146400
2006/7/21,2.136429,2.183929,2.13,2.168571,1.856892,891892400
2006/7/24,2.187857,2.217857,2.158214,2.193571,1.878298,722856400
2006/7/25,2.206429,2.2175,2.170714,2.211786,1.893895,589069600
2006/7/26,2.214286,2.308571,2.202857,2.281071,1.953222,898427600
2006/7/27,2.303571,2.322143,2.245,2.264286,1.938849,735044800
2006/7/28,2.283571,2.345714,2.267857,2.3425,2.005823,691507600
2006/7/31,2.386786,2.451071,2.367143,2.427143,2.0783,892841600
2006/8/1,2.400714,2.426071,2.355,2.399286,2.054446,711765600
2006/8/2,2.416071,2.452857,2.411071,2.434286,2.084417,550768400
2006/8/3,2.425357,2.5,2.421786,2.485357,2.128146,841044400
